round,accuracy,loss
0,0.0919,2.3225769107818603
1,0.9165,0.6425591641426086
2,0.9745,0.08396902107000351
3,0.9811,0.0606700204975903
4,0.9845,0.04685920090377331
5,0.9854,0.043468307289481166
6,0.9863,0.04002260401397943
7,0.9876,0.036350929516833275
8,0.9882,0.033506867844052615
9,0.9887,0.03215167097393423
10,0.9891,0.02967999738417566
11,0.9894,0.030828543643373996
12,0.9901,0.026913518552202732
13,0.9899,0.028733674417529255
14,0.99,0.02773898967015557
15,0.9907,0.02676703074760735
16,0.9903,0.026625047446310054
17,0.9906,0.027440170120960103
18,0.9912,0.024543309264350683
19,0.9903,0.027414959080005064
20,0.9914,0.02500221002777107
