round,accuracy,loss
0,0.1367,2.2958285598754884
1,0.7478,0.836768383026123
2,0.9674,0.10865505807995796
3,0.9667,0.10011607174873352
4,0.9853,0.0509181930013001
5,0.9821,0.052720462062209844
6,0.988,0.03874424362443388
7,0.9843,0.04441626883111894
8,0.9887,0.03477806271631271
9,0.9883,0.03394970064489171
10,0.9865,0.040056977219786495
11,0.9895,0.031241739194840194
12,0.988,0.039105466943234204
13,0.9877,0.03490244561135769
14,0.9895,0.034280441598501056
15,0.9895,0.032209599238215016
16,0.9895,0.03170307184631238
17,0.9906,0.029656331121805123
18,0.9882,0.03407642617878737
19,0.9913,0.026175025432638357
20,0.9901,0.0270724579988746
