round,accuracy,loss
0,0.0709,2.3084058780670165
1,0.7302,5.335876794433593
2,0.7313,1.6432497989654542
3,0.5691,8.687275860595703
4,0.6015,1.4296266628265382
5,0.7473,4.69828295135498
6,0.7659,0.7336141759872437
7,0.681,3.448495011138916
8,0.717,0.9430225929260254
9,0.802,2.4112604251861574
10,0.7139,0.8275555319786072
11,0.8826,0.7016687889099121
12,0.7589,1.2186993341445922
13,0.707,2.0946017150878906
14,0.7846,1.1131381258010864
15,0.5272,4.089296496200562
16,0.8309,1.190939865398407
17,0.8298,0.49738875284194944
18,0.9467,0.27707784481048586
19,0.8956,0.38318736028671263
20,0.9356,0.3961159542620182
