round,accuracy,loss
0,0.1234,2.3032610805511475
1,0.9381,0.7319457751274109
2,0.97,0.11393848661184311
3,0.9772,0.07381041710525751
4,0.981,0.05888591406717896
5,0.9837,0.04918279475383461
6,0.9849,0.04421982577126473
7,0.9859,0.041177981566265225
8,0.987,0.03809174210587517
9,0.9877,0.035289520743396134
10,0.9878,0.03518509022924118
11,0.988,0.03338265896262601
12,0.9897,0.030700076964800246
13,0.9893,0.03358342540971935
14,0.9901,0.029810444243927488
15,0.9907,0.03007344183397945
16,0.9898,0.030041218074271455
17,0.9903,0.02892616999645252
18,0.9911,0.026412891342968214
19,0.9905,0.029010025038034654
20,0.9904,0.027278854141850023
