round,accuracy,loss
0,0.1209,2.2961898971557617
1,0.9275,0.9929799119949341
2,0.9682,0.11838071615695954
3,0.9753,0.08252541748434306
4,0.98,0.06472447662949563
5,0.9819,0.05652581839375198
6,0.9845,0.04760497566182166
7,0.9858,0.04506867248984054
8,0.9867,0.04264641576735303
9,0.9871,0.04040703699029982
10,0.9877,0.0375017648037523
11,0.9888,0.03555531927174888
12,0.9891,0.033351127976365386
13,0.9904,0.03195408488661051
14,0.9892,0.033265810326463544
15,0.9896,0.032959361503156835
16,0.9892,0.03300958818704821
17,0.9904,0.030575073410081678
18,0.9909,0.028958612582157366
19,0.9911,0.029088247205596416
20,0.9907,0.029513695823587476
