round,accuracy,loss
0,0.113,2.308925506591797
1,0.9226,0.684895842552185
2,0.9708,0.09030564570873975
3,0.9795,0.06404787943959236
4,0.9828,0.0502650616325438
5,0.9857,0.04389697216637432
6,0.9865,0.040232208024151624
7,0.9873,0.03848891451600939
8,0.9894,0.0336472728844732
9,0.9888,0.03294688284494914
10,0.9894,0.03116233819918707
11,0.9903,0.030732944248244166
12,0.991,0.028181092235958202
13,0.9899,0.028705302986036987
14,0.9911,0.027617842777399346
15,0.9909,0.028201911887153982
16,0.9912,0.027183726375806145
17,0.9904,0.027840128082036973
18,0.9918,0.026653992409422064
19,0.9914,0.028559140241588465
20,0.9918,0.024921557039080652
