round,accuracy,loss
0,0.082,2.3071070362091066
1,0.9076,0.7055351848602295
2,0.9625,0.13154225937128067
3,0.9542,0.13660134962797166
4,0.9717,0.08936119263768195
5,0.9731,0.08504987939596176
6,0.9743,0.08233087424635888
7,0.9783,0.07330469396710396
8,0.9759,0.07739471327662469
9,0.9785,0.0723104610145092
10,0.9749,0.07810508717894554
11,0.9821,0.059225105357170106
12,0.9352,0.11602578473091125
13,0.9845,0.049153839737176894
14,0.9721,0.0837449637889862
15,0.9566,0.09781730947494507
16,0.9886,0.040973590795695784
17,0.9072,0.14668442664146422
18,0.9898,0.03274093962870538
19,0.8902,0.2865430881023407
20,0.9896,0.031239515800215303
