round,accuracy,loss
0,0.0864,2.3204517791748045
1,0.9116,0.4257279006958008
2,0.9735,0.08463648872822523
3,0.9815,0.057722456712275744
4,0.9847,0.04884210493341088
5,0.9834,0.04857098702881485
6,0.9864,0.04130522242067382
7,0.988,0.033824684513686226
8,0.9879,0.03448344887406565
9,0.9888,0.03197586790798232
10,0.9891,0.029638978257868438
11,0.9901,0.03087622865329031
12,0.9898,0.029438159420178273
13,0.9889,0.028958793195779434
14,0.9904,0.02756448810257425
15,0.9897,0.030566206808504647
16,0.9897,0.028793985691596753
17,0.9906,0.028220845410902983
18,0.9905,0.027467025664163522
19,0.9906,0.028010153721526147
20,0.9917,0.026438477937463904
