round,accuracy,loss
0,0.097,2.3079508541107177
1,0.9339,0.6915944540023804
2,0.9732,0.0939934521317482
3,0.9793,0.06545521579608321
4,0.9828,0.051237776706367734
5,0.9847,0.04513300531152636
6,0.9858,0.042838158839475365
7,0.9876,0.03761203355430626
8,0.9878,0.03479255191516131
9,0.989,0.03260247929871548
10,0.9897,0.032725527525157665
11,0.9899,0.029832369010080583
12,0.9894,0.030367212287453003
13,0.9907,0.029343902135710233
14,0.9913,0.02649677337631583
15,0.9908,0.027042032389179804
16,0.9908,0.02762570319357328
17,0.9905,0.026756610612710938
18,0.9913,0.025963816652516833
19,0.9913,0.025862310495832937
20,0.9911,0.026697696002968587
