round,accuracy,loss
0,0.109,2.312246263885498
1,0.7519,3.994015877532959
2,0.7984,1.5448868116378784
3,0.7857,6.261577698516846
4,0.2356,2.0721759101867674
5,0.7043,10.635174499511718
6,0.2247,2.1589765838623047
7,0.7814,2.9382231296539305
8,0.7259,0.9103949682235718
9,0.8974,0.8760406212463975
10,0.8018,0.7107606806755066
11,0.7985,1.9862180374145508
12,0.7029,0.8399604733467102
13,0.9296,0.4904381608441472
14,0.9208,0.26213296096324923
15,0.8973,0.5977885526418686
16,0.8499,0.6624011569023133
17,0.8053,1.5517236085891724
18,0.9164,0.2964532446861267
19,0.8987,0.465386095456779
20,0.8267,1.278151061630249
