round,accuracy,loss
0,0.1255,2.3061388275146486
1,0.7286,4.536634283447266
2,0.6048,1.6863761951446534
3,0.7658,4.284716947555542
4,0.6162,1.7193448570251464
5,0.8013,2.8113890241622923
6,0.5239,1.400606128501892
7,0.8572,0.9116372616767884
8,0.5583,1.3294058938980102
9,0.8629,1.8519411371231078
10,0.6852,0.9188314696311951
11,0.8405,2.81761799659729
12,0.795,0.6435551237106323
13,0.864,1.1013804109096528
14,0.8116,0.6893836580276489
15,0.8799,0.653578170967102
16,0.8243,0.6179343866348267
17,0.7958,1.5131343874931336
18,0.8737,0.3946661662101746
19,0.731,1.9664218238830566
20,0.863,0.5120858278274536
