round,accuracy,loss
0,0.1027,2.3014226638793946
1,0.8813,0.6837334517478942
2,0.9578,0.13601956371068954
3,0.9585,0.1197934293270111
4,0.972,0.08309614768624306
5,0.9616,0.10265542769432068
6,0.974,0.0745048606812954
7,0.9728,0.07668556035161019
8,0.9721,0.07814664061665536
9,0.9739,0.07434493409395218
10,0.9791,0.06305225139260293
11,0.9807,0.058946184450387955
12,0.964,0.08662423446774482
13,0.9864,0.04474528343230486
14,0.9496,0.1033230502128601
15,0.9838,0.05170108704417944
16,0.9747,0.07311381311118603
17,0.9841,0.052501174269616604
18,0.9839,0.052347791096568105
19,0.9842,0.052691273739933965
20,0.9636,0.08207381883859634
