round,accuracy,loss
0,0.1689,2.3073251094818117
1,0.9337,0.46963163046836853
2,0.9711,0.08530684615820647
3,0.9804,0.06103413057997823
4,0.983,0.05190263935215771
5,0.9867,0.04370210174024105
6,0.9869,0.03973607905972749
7,0.9882,0.03618361363462173
8,0.9876,0.03714222951880656
9,0.9897,0.033553938208706675
10,0.9891,0.03233534444489051
11,0.9897,0.032210876013012604
12,0.9902,0.029599698623211587
13,0.9892,0.03199193864220288
14,0.9907,0.028935178528772667
15,0.9903,0.029131901443656533
16,0.9904,0.029436950800940394
17,0.9908,0.0281149377431022
18,0.9903,0.028990430213906803
19,0.991,0.027177351086284034
20,0.991,0.02689710289038485
