round,accuracy,loss
0,0.096,2.310652407455444
1,0.9418,0.5947435765266419
2,0.9699,0.10465984081029892
3,0.9778,0.06839785930663347
4,0.9823,0.05255627247039229
5,0.9826,0.04939344191104174
6,0.9853,0.041399341045785694
7,0.9857,0.04017353729242459
8,0.9869,0.03820969609860331
9,0.9877,0.03301596716288477
10,0.9888,0.03231128389551304
11,0.989,0.030462938657496125
12,0.9892,0.029810658888425677
13,0.9892,0.028968809588626028
14,0.9903,0.028381720179098194
15,0.9897,0.02862486921302043
16,0.9905,0.026670443902444094
17,0.9908,0.026407895423105218
18,0.9909,0.026037178512467653
19,0.9901,0.026908373188611584
20,0.9911,0.025212726685608505
