round,accuracy,loss
0,0.1263,2.3008517070770265
1,0.8968,0.6932198802947998
2,0.9665,0.11341922903060914
3,0.969,0.09514171296358108
4,0.9772,0.06741105363816023
5,0.9772,0.07166769000589848
6,0.9813,0.05606507136076689
7,0.9795,0.061601180808246135
8,0.9784,0.06350835734605789
9,0.9836,0.05273106066733599
10,0.9857,0.041704474959895016
11,0.9818,0.0550780099183321
12,0.9862,0.04189040629267692
13,0.9827,0.053184633408486844
14,0.9882,0.036725027552619575
15,0.9728,0.07235987340807915
16,0.9893,0.03368386195842177
17,0.9882,0.03726115155480802
18,0.9878,0.03915594327300787
19,0.989,0.03593763731718063
20,0.9843,0.04906281449794769
