round,accuracy,loss
0,0.1186,2.3042296985626223
1,0.8938,0.739816094493866
2,0.9497,0.1673080527305603
3,0.9617,0.11878437493443489
4,0.9587,0.11816961322426796
5,0.9754,0.07401801090091467
6,0.9722,0.08384469601511955
7,0.9847,0.04727608284736052
8,0.9858,0.04005434212922119
9,0.9876,0.037687568244803696
10,0.988,0.03366287388817873
11,0.9885,0.033438890045625155
12,0.989,0.0342049784546718
13,0.989,0.030982586530596018
14,0.9895,0.03013717242537532
15,0.9894,0.030355620134063066
16,0.9899,0.02995952331238659
17,0.9905,0.028866077943670097
18,0.9903,0.028773852434480794
19,0.9905,0.02690403296505101
20,0.9905,0.028530617783771594
