round,accuracy,loss
0,0.1095,2.290435188293457
1,0.9328,0.6284168122291565
2,0.9698,0.10410566830337048
3,0.9788,0.06778240786790848
4,0.981,0.05775932895317674
5,0.9829,0.05061062550880015
6,0.9858,0.042045781975705174
7,0.9858,0.041717479515261946
8,0.9867,0.039102616430260244
9,0.9881,0.03372420583111234
10,0.9875,0.03497119521913119
11,0.9891,0.032265165968053046
12,0.9895,0.03204255734267645
13,0.9899,0.02857122383438982
14,0.9895,0.029666408666141796
15,0.9906,0.027880972053017466
16,0.9907,0.02831609909061808
17,0.9903,0.02848934518327005
18,0.9915,0.026232062630646397
19,0.9901,0.02983520886518527
20,0.9902,0.028404705002706032
