round,accuracy,loss
0,0.1087,2.3016430683135987
1,0.7757,5.05906535987854
2,0.1257,2.229541982269287
3,0.6293,21.256223724365235
4,0.1355,6.1999345283508305
5,0.7166,10.834027434539795
6,0.1356,2.652399136352539
7,0.5436,22.419280822753905
8,0.3479,8.408423492431641
9,0.1613,18.05240315246582
10,0.2141,23.484571182250978
11,0.1238,27.317455297851563
12,0.1014,2.631196190261841
13,0.1035,4.493331476593018
14,0.358,6.357260501098633
15,0.249,9.209215783691405
16,0.2725,19.875507228088377
17,0.096,20.818150018310547
18,0.153,48.65446108398437
19,0.0974,2.7812622764587402
20,0.101,3.2188283267974853
