round,client_id,l2_norm,is_malicious
1,0,10.919804573059082,True
1,1,26.793928146362305,True
1,2,10.771724700927734,False
1,3,10.430479049682617,False
1,4,10.168304443359375,False
1,5,24.739910125732422,False
1,6,10.506784439086914,False
1,7,10.536251068115234,False
1,8,10.03082275390625,False
1,9,10.370569229125977,False
2,0,10.874902725219727,True
2,1,10.843464851379395,True
2,2,11.101043701171875,False
2,3,19.545562744140625,False
2,4,10.475042343139648,False
2,5,10.806093215942383,False
2,6,11.041520118713379,False
2,7,10.708670616149902,False
2,8,10.415651321411133,False
2,9,20.856063842773438,False
3,0,11.181204795837402,True
3,1,16.609487533569336,True
3,2,11.328169822692871,False
3,3,11.326871871948242,False
3,4,11.144440650939941,False
3,5,10.893330574035645,False
3,6,10.865501403808594,False
3,7,11.099544525146484,False
3,8,17.886377334594727,False
3,9,11.093520164489746,False
4,0,11.369601249694824,True
4,1,11.36841869354248,True
4,2,11.55506706237793,False
4,3,11.393664360046387,False
4,4,11.450957298278809,False
4,5,11.18521499633789,False
4,6,11.556584358215332,False
4,7,17.287851333618164,False
4,8,11.210012435913086,False
4,9,16.003929138183594,False
5,0,11.75548267364502,True
5,1,17.075515747070312,True
5,2,15.894847869873047,False
5,3,11.447613716125488,False
5,4,11.785622596740723,False
5,5,11.570383071899414,False
5,6,11.435314178466797,False
5,7,11.62541389465332,False
5,8,11.619477272033691,False
5,9,11.624106407165527,False
6,0,11.837336540222168,True
6,1,16.602802276611328,True
6,2,15.300588607788086,False
6,3,11.76733112335205,False
6,4,11.65970230102539,False
6,5,11.85142993927002,False
6,6,11.65135669708252,False
6,7,11.807223320007324,False
6,8,11.974699020385742,False
6,9,11.93588638305664,False
7,0,11.853839874267578,True
7,1,16.838890075683594,True
7,2,15.702727317810059,False
7,3,12.152082443237305,False
7,4,11.962553024291992,False
7,5,12.018747329711914,False
7,6,11.980856895446777,False
7,7,12.112014770507812,False
7,8,11.93460750579834,False
7,9,11.845062255859375,False
8,0,12.245237350463867,True
8,1,12.021382331848145,True
8,2,16.905017852783203,False
8,3,15.664295196533203,False
8,4,12.121761322021484,False
8,5,12.274750709533691,False
8,6,12.195833206176758,False
8,7,12.028444290161133,False
8,8,12.092541694641113,False
8,9,12.138629913330078,False
9,0,15.76936149597168,True
9,1,12.319355964660645,True
9,2,12.246042251586914,False
9,3,12.387714385986328,False
9,4,12.238046646118164,False
9,5,12.293593406677246,False
9,6,12.159727096557617,False
9,7,12.136524200439453,False
9,8,12.38349723815918,False
9,9,16.423229217529297,False
10,0,12.359889030456543,True
10,1,12.50701904296875,True
10,2,16.504968643188477,False
10,3,15.596333503723145,False
10,4,12.443401336669922,False
10,5,12.435590744018555,False
10,6,12.420049667358398,False
10,7,12.296659469604492,False
10,8,12.504222869873047,False
10,9,12.29754638671875,False
11,0,12.415802001953125,True
11,1,12.495110511779785,True
11,2,12.613504409790039,False
11,3,12.561595916748047,False
11,4,12.4094820022583,False
11,5,15.520923614501953,False
11,6,12.61424732208252,False
11,7,16.402265548706055,False
11,8,12.541451454162598,False
11,9,12.504252433776855,False
12,0,12.704011917114258,True
12,1,12.61535358428955,True
12,2,12.712570190429688,False
12,3,12.526415824890137,False
12,4,12.63066577911377,False
12,5,12.527688026428223,False
12,6,12.621726989746094,False
12,7,16.193159103393555,False
12,8,12.65400218963623,False
12,9,16.6337833404541,False
13,0,12.8117094039917,True
13,1,12.712071418762207,True
13,2,12.702291488647461,False
13,3,12.635347366333008,False
13,4,15.853507041931152,False
13,5,12.84101390838623,False
13,6,16.66869354248047,False
13,7,12.723075866699219,False
13,8,12.776731491088867,False
13,9,12.619239807128906,False
14,0,12.796733856201172,True
14,1,12.882253646850586,True
14,2,12.873822212219238,False
14,3,12.843888282775879,False
14,4,12.719670295715332,False
14,5,12.766693115234375,False
14,6,12.88794231414795,False
14,7,15.671411514282227,False
14,8,12.714624404907227,False
14,9,16.671329498291016,False
15,0,12.919965744018555,True
15,1,12.950512886047363,True
15,2,12.895614624023438,False
15,3,12.828478813171387,False
15,4,12.981488227844238,False
15,5,16.660436630249023,False
15,6,12.900470733642578,False
15,7,12.825682640075684,False
15,8,15.700459480285645,False
15,9,12.913010597229004,False
16,0,13.05175495147705,True
16,1,13.05439567565918,True
16,2,12.964508056640625,False
16,3,12.999168395996094,False
16,4,15.958821296691895,False
16,5,12.908138275146484,False
16,6,12.983070373535156,False
16,7,16.866941452026367,False
16,8,12.883065223693848,False
16,9,12.943501472473145,False
17,0,12.957667350769043,True
17,1,13.160614967346191,True
17,2,13.12848949432373,False
17,3,13.043708801269531,False
17,4,13.082727432250977,False
17,5,12.978832244873047,False
17,6,13.046545028686523,False
17,7,16.136194229125977,False
17,8,13.033409118652344,False
17,9,17.14980125427246,False
18,0,13.231770515441895,True
18,1,13.163275718688965,True
18,2,13.142799377441406,False
18,3,13.137866973876953,False
18,4,13.11760139465332,False
18,5,13.204485893249512,False
18,6,16.145767211914062,False
18,7,13.053072929382324,False
18,8,17.414920806884766,False
18,9,13.06081771850586,False
19,0,16.22463607788086,True
19,1,13.201274871826172,True
19,2,13.264423370361328,False
19,3,13.126239776611328,False
19,4,17.345029830932617,False
19,5,13.1192626953125,False
19,6,13.213900566101074,False
19,7,13.276137351989746,False
19,8,13.17679500579834,False
19,9,13.213558197021484,False
20,0,13.241416931152344,True
20,1,13.274496078491211,True
20,2,13.338187217712402,False
20,3,13.192294120788574,False
20,4,13.199707984924316,False
20,5,13.266483306884766,False
20,6,17.42432975769043,False
20,7,13.225972175598145,False
20,8,13.318194389343262,False
20,9,16.148784637451172,False
