round,accuracy,loss
0,0.1185,2.3065304748535156
1,0.8794,0.733827042388916
2,0.9608,0.1285327877163887
3,0.9744,0.08113236656337977
4,0.9794,0.06567949556745589
5,0.982,0.05337666446939111
6,0.9838,0.05042911287024617
7,0.9849,0.047168460101448
8,0.9854,0.04424587772618979
9,0.986,0.04164943084609695
10,0.9876,0.038797606945037845
11,0.9875,0.037753011484863236
12,0.9887,0.035170767645444724
13,0.9891,0.03397281151525676
14,0.989,0.03340591306560673
15,0.989,0.03287146561304107
16,0.9891,0.03228369307315443
17,0.9897,0.03059407444151584
18,0.9896,0.031908369852555914
19,0.991,0.029023671212070622
20,0.9901,0.029621174808673094
