round,accuracy,loss
0,0.1009,2.3004245693206786
1,0.8056,0.8589590642929077
2,0.8612,0.47494680347442625
3,0.8897,0.2805834586620331
4,0.8813,0.3139774389743805
5,0.9334,0.15665490461587905
6,0.8829,0.3286075887680054
7,0.9407,0.13427069710493086
8,0.8871,0.31104561862945557
9,0.961,0.10401823676228523
10,0.888,0.2765389594078064
11,0.9408,0.1307115578532219
12,0.892,0.22909064042568206
13,0.9017,0.20037246539592743
14,0.9049,0.17541639802455902
15,0.8979,0.187886146402359
16,0.8918,0.2357049572944641
17,0.9381,0.13268114743828774
18,0.8916,0.23399974446296692
19,0.9414,0.12388636046648026
20,0.8904,0.23687690105438233
