round,accuracy,loss
0,0.0997,2.29869005279541
1,0.8841,0.6840518661499023
2,0.9606,0.126772669377923
3,0.9749,0.08103812238946558
4,0.9782,0.06474582701064646
5,0.9818,0.052147307684086264
6,0.9832,0.04818930957894772
7,0.9847,0.04361196281462908
8,0.9849,0.0433354188805446
9,0.9862,0.03824945690166205
10,0.9869,0.035403194278199226
11,0.9873,0.0338679879935924
12,0.9881,0.034648344764579085
13,0.9876,0.034187616481818256
14,0.9886,0.03191694063667674
15,0.9887,0.03216316663636826
16,0.9885,0.03101470585805364
17,0.9892,0.029899474911531432
18,0.9896,0.029270564532303252
19,0.9894,0.029185815708059816
20,0.9905,0.027274224927602335
