round,accuracy,loss
0,0.0874,2.299290395736694
1,0.9491,0.4918546625137329
2,0.9726,0.09970338066220283
3,0.9784,0.06537643067054451
4,0.9816,0.054504473746567965
5,0.9845,0.046551929441466924
6,0.986,0.042739769458770754
7,0.989,0.03716086867633276
8,0.9893,0.03398012309987098
9,0.9893,0.03267763398145326
10,0.9897,0.031152049496467226
11,0.9893,0.03233168801811989
12,0.9901,0.03088538723718375
13,0.991,0.028134375558025202
14,0.9911,0.02726427134842379
15,0.9909,0.027927808744786307
16,0.992,0.026407278990501073
17,0.9912,0.026592877587559634
18,0.9914,0.02653363183811307
19,0.9915,0.026036280925938626
20,0.9918,0.024717991745175097
