round,accuracy,loss
0,0.1076,2.2961155559539796
1,0.9236,0.6195088291168213
2,0.9684,0.10930452431440353
3,0.9788,0.07000888531208038
4,0.981,0.056872236489504575
5,0.9835,0.04825351827498525
6,0.9843,0.0454862091416493
7,0.9858,0.04091444793064147
8,0.9875,0.03618545361822471
9,0.9873,0.036878007430862635
10,0.9881,0.033743270607106385
11,0.9895,0.030984153526835142
12,0.9891,0.03135908353463747
13,0.9903,0.0311498220335925
14,0.9901,0.028970245703007096
15,0.9901,0.03086953054466285
16,0.9905,0.02920900141443126
17,0.991,0.02813689268779708
18,0.9901,0.02822048367857933
19,0.9912,0.026576722307759336
20,0.9912,0.02679218710073037
