round,accuracy,loss
0,0.11,2.303085289001465
1,0.7571,3.892887205886841
2,0.5956,1.4265093133926392
3,0.7929,3.4807873657226565
4,0.8228,0.9326510855674743
5,0.8164,2.407696703720093
6,0.5737,1.2504592658996583
7,0.8365,2.241298770904541
8,0.7951,0.6707464307308197
9,0.8624,1.157315061187744
10,0.7751,0.6917792128562927
11,0.8363,1.6015353828430177
12,0.9247,0.2822606462478638
13,0.8479,1.37781732711792
14,0.9474,0.1774446802854538
15,0.8683,0.9389694728851319
16,0.9504,0.1869201187133789
17,0.7613,1.8349074996948243
18,0.9464,0.1881866148352623
19,0.8541,0.8641669142723083
20,0.9222,0.26124707655906676
