round,accuracy,loss
0,0.0871,2.3157083267211913
1,0.8323,0.5770905073404312
2,0.9641,0.12239213752448559
3,0.9657,0.11924069044589997
4,0.9797,0.06166368570178747
5,0.9763,0.08013160840496421
6,0.9813,0.061152402390539644
7,0.9846,0.050791268742457034
8,0.9836,0.05329977069348097
9,0.9851,0.04995080709324684
10,0.9828,0.054722547381743786
11,0.9872,0.045259798184712416
12,0.9836,0.057154692047834396
13,0.9892,0.03625459401169792
14,0.9875,0.04127842626543716
15,0.9891,0.03680986963440664
16,0.9886,0.034836077219899744
17,0.9872,0.04165279895769199
18,0.9919,0.027141999253607354
19,0.9894,0.038347040823451244
20,0.9904,0.030093206022685625
