round,accuracy,loss
0,0.0998,2.3041411346435545
1,0.8965,0.6345060176849365
2,0.9685,0.10534462758600711
3,0.9787,0.06712290206588804
4,0.9818,0.05517033034339547
5,0.9855,0.04541402155384421
6,0.9869,0.04045665682856925
7,0.9884,0.036781482190079984
8,0.9876,0.03652315931115299
9,0.9891,0.033349324088450524
10,0.9899,0.031081718413112684
11,0.9901,0.030243259692750872
12,0.9911,0.027857925584551413
13,0.9912,0.028190834099892526
14,0.9907,0.027824335686210542
15,0.9912,0.026690381095570048
16,0.9912,0.0274196573469555
17,0.9906,0.0284333165274933
18,0.9904,0.026371274144609925
19,0.992,0.024981874520209384
20,0.9912,0.02515811591144593
