round,accuracy,loss
0,0.0971,2.307753719711304
1,0.9441,0.5765207770347596
2,0.9709,0.10035456636548043
3,0.9781,0.06723419661074877
4,0.9824,0.05292532985508442
5,0.9847,0.04547268164008856
6,0.9846,0.04385862848833203
7,0.9851,0.040621832318417726
8,0.9875,0.0359354954295326
9,0.9879,0.03467051671659574
10,0.9892,0.03326571686663665
11,0.9894,0.031816024946421384
12,0.9893,0.031706689850683326
13,0.9899,0.030073162472236434
14,0.9898,0.029866205248143523
15,0.9899,0.028962487232522108
16,0.9902,0.029114262715866788
17,0.9902,0.028487328820081894
18,0.9902,0.028617509978800082
19,0.9907,0.027125538211327512
20,0.9901,0.02737023808853701
