round,accuracy,loss
0,0.1278,2.302204978179932
1,0.8633,0.9476436820030213
2,0.962,0.14972973333597184
3,0.9741,0.08576358767747878
4,0.9789,0.06645548581033946
5,0.9829,0.05555352772027254
6,0.9828,0.05339875853508711
7,0.9847,0.04528253735378385
8,0.9871,0.038905613813176754
9,0.9875,0.03784474704358727
10,0.988,0.03768176581496373
11,0.9889,0.03464985996242612
12,0.9888,0.03458838784582913
13,0.9894,0.031013867075834423
14,0.9881,0.03289836979154497
15,0.9891,0.03211058298749849
16,0.9904,0.028887636324530466
17,0.9907,0.02809435473214835
18,0.991,0.028357326850364916
19,0.9907,0.02814601378873922
20,0.9893,0.0317550642490387
