round,client_id,l2_norm,is_malicious
1,0,10.777999877929688,True
1,1,10.428997993469238,False
1,2,10.515556335449219,False
1,3,10.15562629699707,False
1,4,10.047283172607422,False
1,5,10.830788612365723,False
1,6,10.531980514526367,False
1,7,10.517395973205566,False
1,8,10.159880638122559,False
1,9,10.564069747924805,False
2,0,10.369734764099121,True
2,1,10.763656616210938,False
2,2,10.484132766723633,False
2,3,10.766474723815918,False
2,4,11.117212295532227,False
2,5,10.90485668182373,False
2,6,10.805026054382324,False
2,7,10.792756080627441,False
2,8,10.995224952697754,False
2,9,10.560683250427246,False
3,0,11.039287567138672,True
3,1,10.80361270904541,False
3,2,11.299890518188477,False
3,3,11.156204223632812,False
3,4,11.295572280883789,False
3,5,11.11729621887207,False
3,6,10.790285110473633,False
3,7,10.98571491241455,False
3,8,11.119873046875,False
3,9,11.151663780212402,False
4,0,11.567078590393066,True
4,1,11.389144897460938,False
4,2,11.419173240661621,False
4,3,11.149890899658203,False
4,4,11.170924186706543,False
4,5,11.309553146362305,False
4,6,11.314909934997559,False
4,7,11.241924285888672,False
4,8,11.405921936035156,False
4,9,11.567724227905273,False
5,0,11.585589408874512,True
5,1,11.390182495117188,False
5,2,11.503036499023438,False
5,3,11.762133598327637,False
5,4,11.592921257019043,False
5,5,11.552909851074219,False
5,6,11.688542366027832,False
5,7,11.600716590881348,False
5,8,11.714764595031738,False
5,9,11.411861419677734,False
6,0,11.821676254272461,True
6,1,11.755024909973145,False
6,2,11.77409553527832,False
6,3,11.77696704864502,False
6,4,11.629404067993164,False
6,5,11.610166549682617,False
6,6,11.81108570098877,False
6,7,11.716082572937012,False
6,8,11.930188179016113,False
6,9,11.907477378845215,False
7,0,12.057774543762207,True
7,1,11.900900840759277,False
7,2,11.987564086914062,False
7,3,12.120849609375,False
7,4,11.99193286895752,False
7,5,11.930685997009277,False
7,6,11.801727294921875,False
7,7,11.814765930175781,False
7,8,11.913020133972168,False
7,9,11.970880508422852,False
8,0,12.074959754943848,True
8,1,12.056227684020996,False
8,2,12.109539985656738,False
8,3,12.099970817565918,False
8,4,11.94752311706543,False
8,5,11.957551002502441,False
8,6,12.12136173248291,False
8,7,12.218936920166016,False
8,8,12.245210647583008,False
8,9,12.083209037780762,False
9,0,12.241593360900879,True
9,1,12.196538925170898,False
9,2,12.271175384521484,False
9,3,12.313274383544922,False
9,4,12.207466125488281,False
9,5,12.09753704071045,False
9,6,12.076976776123047,False
9,7,12.317665100097656,False
9,8,12.195137023925781,False
9,9,12.331070899963379,False
10,0,12.438166618347168,True
10,1,12.233134269714355,False
10,2,12.224499702453613,False
10,3,12.369227409362793,False
10,4,12.36596965789795,False
10,5,12.331907272338867,False
10,6,12.314032554626465,False
10,7,12.369172096252441,False
10,8,12.300155639648438,False
10,9,12.415021896362305,False
11,0,12.433158874511719,True
11,1,12.452141761779785,False
11,2,12.418985366821289,False
11,3,12.32296371459961,False
11,4,12.575729370117188,False
11,5,12.555953979492188,False
11,6,12.469741821289062,False
11,7,12.458240509033203,False
11,8,12.345224380493164,False
11,9,12.3944673538208,False
12,0,12.50723648071289,True
12,1,12.551850318908691,False
12,2,12.568402290344238,False
12,3,12.674004554748535,False
12,4,12.450775146484375,False
12,5,12.55858325958252,False
12,6,12.656106948852539,False
12,7,12.43309497833252,False
12,8,12.510103225708008,False
12,9,12.516592025756836,False
13,0,12.661714553833008,True
13,1,12.66633129119873,False
13,2,12.697237968444824,False
13,3,12.538252830505371,False
