round,accuracy,loss
0,0.0688,2.307942036819458
1,0.9218,0.6260405076026917
2,0.9621,0.1224092874288559
3,0.9759,0.07437237382009626
4,0.9805,0.05960148048810661
5,0.9817,0.05425831318311393
6,0.9833,0.04837086116913706
7,0.9849,0.0442747417550534
8,0.9864,0.038678565986431206
9,0.9868,0.03820393809294328
10,0.9883,0.0349842562539503
11,0.9877,0.034314411222329366
12,0.9888,0.03241041621004697
13,0.9886,0.0327043361658114
14,0.9896,0.030095170004083776
15,0.9888,0.03145284019617829
16,0.9894,0.032068300308840114
17,0.9894,0.030675947111754795
18,0.9891,0.03096159380071913
19,0.9891,0.03104645900100295
20,0.9896,0.030081072619867335
